reviews	canonical_rebuttals
The author can perhaps consider the datasets used by Tsai et al. There are seven datasets, and they can all be modified to the setting of partially-observable multimodal data.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
"Apart from the assumption H1 of linear separability of the data (which I don't mind), the results require very strong assumptions, in particular hypothesis H2 stating ""at the beginning of training data points from different classes do not activate the same neurons"".' [SEP] 'rebuttal_answer"	The reviewer raises an important point about the tested single images.
It would have been very interesting to study the quality of interpolations on more models and datasets, and compare their generalization capabilities as well as the bias present in the different datasets.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
Third, the datasets used in this paper are rather limited.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
What is the minimum/maximum size of the data set? Do we really need a large data set or just a subset that covers the data distribution?' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
- Fitting 6 parameters to 42-49 data points raises concerns about overfitting.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
Consider doing cross validation over those 42-49 data points, and report the mean of deviations computed on the test folds.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
My only issue here is that very little information was given about the size of the training sets. Did they use all the samples?' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
However, in the proposed domain of tabular data, often data sets are significantly more high dimensional in reality and include at least one set of sparse large dimensional features' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
However, these were done using 1 dataset and also a simple feed-forward network (rather than LSTM).' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
Thus, it might be helpful to test the result on another dataset (e.g. WikiText).' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
Comparing to this approach, I wonder if it would be better to provide samples that exhibit a particular factor, or samples that conceal the factor?' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
However image captioning datasets are not mentioned.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
It would make sense to use image captioning data to create the image lookup.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
Given the title of the paper, it would have been nice if this paper explored more than just MNIST vs NotMNIST and SVHN vs CIFAR10, so that the readers can gain a better feel for when generative models will be able to detect outliers.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
The second order analysis is good but it seems to come down to just a measure of the empirical variances of the datasets.' [SEP] 'rebuttal_answer	The reviewer raises an important point about the tested single images.
